##Ensembl file: C:\Users\ahsturm1\Desktop\Data\NGS\Ensembl\Homo_sapiens.GRCh38.112.gff3
##RefSeq file: C:\Users\ahsturm1\Desktop\Data\NGS\RefSeq\Homo_sapiens.GRCh38.p14.gff3
#Ensembl ID	RefSeq ID
ENST00000619216	NR_106918
ENST00000574549	CCDS86500
ENST00000575576	NM_001347703
ENST00000575576	CCDS86500
ENST00000253952	NM_001142350
ENST00000253952	CCDS45392
ENST00000572449	NM_001369667
ENST00000572449	CCDS45393
ENST00000389347	NM_001103175
ENST00000389347	CCDS45393
ENST00000336577	NM_022468
ENST00000336577	CCDS10492
ENST00000325568	NM_001012718
ENST00000325568	NM_001369589
ENST00000325568	NM_004221
ENST00000325568	NM_001012631
ENST00000325568	CCDS32377
ENST00000534507	NM_001369587
ENST00000534507	NM_001369588
ENST00000534507	CCDS76811
ENST00000613483	NM_001369590
ENST00000613483	CCDS92092
ENST00000531965	NM_001369593
ENST00000531965	CCDS92093
ENST00000396887	NM_001012633
ENST00000396887	CCDS32378
ENST00000529699	NM_001369590
ENST00000529699	CCDS92092
ENST00000526464	NM_001369596
ENST00000526464	CCDS32377
ENST00000440815	NM_001012718
ENST00000440815	CCDS32377
ENST00000529550	NM_001369589
ENST00000529550	CCDS32377
ENST00000551122	NM_001012633
ENST00000551122	CCDS32378
ENST00000528163	NM_001012631
ENST00000528163	CCDS32377
ENST00000530890	NM_001012635
ENST00000530890	NM_001012634
ENST00000530890	CCDS45394
ENST00000444393	NM_001012632
ENST00000444393	CCDS32377
ENST00000533097	NM_001376923
ENST00000533097	CCDS32377
ENST00000008180	NM_001012634
ENST00000008180	CCDS45394
ENST00000396890	NM_001308078
ENST00000396890	CCDS76811
ENST00000525643	NM_001376923
ENST00000525643	CCDS32377
ENST00000548652	NM_001012636
ENST00000548652	CCDS32379
ENST00000530538	NM_001376923
ENST00000530538	CCDS32377
ENST00000549213	NM_001012633
ENST00000549213	CCDS32378
ENST00000548476	NM_001308078
ENST00000548476	CCDS76811
ENST00000552664	NM_001012632
ENST00000552664	CCDS32377
ENST00000552356	NM_001012635
ENST00000552356	CCDS45394
ENST00000382213	NM_001012636
ENST00000382213	CCDS32379
ENST00000576985	NM_032805
ENST00000576985	CCDS10493
ENST00000575108	NM_001282415
ENST00000575108	CCDS61813
ENST00000538082	NM_001282416
ENST00000538082	CCDS61814
ENST00000382192	NM_003456
ENST00000382192	CCDS10494
ENST00000620094	NM_001278158
ENST00000620094	CCDS10494
ENST00000219091	NM_001042428
ENST00000219091	CCDS10494
ENST00000574902	NM_004220
ENST00000574902	CCDS10495
ENST00000396878	NM_004220
ENST00000396878	CCDS10495
ENST00000576416	NM_001134655
ENST00000576416	CCDS10495
ENST00000304646	NM_001370640
ENST00000304646	CCDS10496
ENST00000414144	NM_198088
ENST00000414144	CCDS10497
ENST00000396868	NM_198087
ENST00000396868	CCDS42112
ENST00000396871	NM_001145446
ENST00000396871	NM_001145448
ENST00000396871	CCDS45395
ENST00000431561	NM_003454
ENST00000431561	CCDS10497
ENST00000396870	NM_001145447
ENST00000396870	CCDS45395
ENST00000575948	NM_001145448
ENST00000575948	CCDS45395
ENST00000219596	NM_000243
ENST00000219596	CCDS10498
ENST00000541159	NM_001198536
ENST00000541159	CCDS55981
ENST00000575332	NM_001411015
ENST00000575332	CCDS92094
ENST00000219069	NM_005741
ENST00000219069	CCDS10499
ENST00000574674	NM_001411015
ENST00000574674	CCDS92094
ENST00000396862	NM_033208
ENST00000396862	CCDS10500
ENST00000574298	NM_153028
ENST00000574298	CCDS10501
ENST00000669516	NM_001302109
ENST00000669516	CCDS92095
ENST00000617839	NM_153028
ENST00000617839	CCDS10501
ENST00000304936	NM_012368
ENST00000304936	CCDS10502
ENST00000618425	NM_001284528
ENST00000618425	CCDS66920
ENST00000396852	NM_001284527
ENST00000396852	CCDS66921
ENST00000304926	NM_017810
ENST00000304926	CCDS10503
ENST00000439568	NM_001284529
ENST00000439568	CCDS66920
ENST00000268655	NM_003450
ENST00000268655	CCDS10504
ENST00000575752	NM_001032292
ENST00000575752	CCDS32380
ENST00000571936	NM_001347868
ENST00000571936	CCDS10504
ENST00000344823	NM_001032292
ENST00000344823	CCDS32380
ENST00000572544	NM_001347870
ENST00000572544	CCDS86501
ENST00000301744	NM_152457
ENST00000301744	CCDS10505
ENST00000407558	NM_001083601
ENST00000407558	CCDS45396
ENST00000424546	NM_001317093
ENST00000424546	CCDS81937
ENST00000649205	NM_001083601
ENST00000649205	CCDS45396
ENST00000573580	NM_001317095
ENST00000573580	CCDS81941
ENST00000572169	NM_001083601
ENST00000572169	CCDS45396
ENST00000649360	NM_001083601
ENST00000649360	CCDS45396
ENST00000421765	NM_001317096
ENST00000421765	CCDS81938
ENST00000360862	NM_001317095
ENST00000360862	CCDS81941
ENST00000577013	NM_001317095
ENST00000577013	CCDS81941
ENST00000414063	NM_024845
ENST00000414063	CCDS45396
ENST00000572584	NM_024845
ENST00000572584	CCDS45396
ENST00000572942	NM_001317097
ENST00000572942	CCDS81939
ENST00000576916	NM_001317094
ENST00000576916	CCDS81940
ENST00000575076	NM_001083600
ENST00000575076	CCDS45396
ENST00000570819	NM_001317098
ENST00000570819	CCDS81939
ENST00000622849	NR_106741
ENST00000437192	NM_001080524
ENST00000437192	CCDS45397
ENST00000576634	NM_015041
ENST00000576634	CCDS32381
ENST00000341633	NM_001330454
ENST00000341633	CCDS81942
ENST00000572600	NM_024793
ENST00000572600	CCDS45398
ENST00000359128	NM_178844
ENST00000359128	CCDS73817
ENST00000294008	NM_032444
ENST00000294008	CCDS10506
ENST00000407479	NM_001387135
ENST00000407479	CCDS10507
ENST00000246949	NM_005223
ENST00000246949	CCDS10507
ENST00000246957	NM_016292
ENST00000246957	CCDS10508
ENST00000538171	NM_001272049
ENST00000538171	CCDS61824
ENST00000262367	NM_004380
ENST00000262367	CCDS10509
ENST00000382070	NM_001079846
ENST00000382070	CCDS45399
ENST00000576810	NR_120311
ENST00000294016	NM_001116
ENST00000294016	CCDS32382
ENST00000399609	NM_001098814
ENST00000399609	CCDS42113
ENST00000537996	NM_001323667
ENST00000537996	CCDS81943
ENST00000204517	NM_003223
ENST00000204517	CCDS10510
ENST00000262366	NM_001318918
ENST00000262366	CCDS10511
ENST00000433375	NM_032575
ENST00000433375	CCDS10511
ENST00000318059	NM_016069
ENST00000318059	CCDS10512
ENST00000576217	NM_016069
ENST00000576217	CCDS10512
ENST00000572467	NM_001201479
ENST00000251166	NM_024535
ENST00000251166	CCDS10513
ENST00000537233	NM_001201472
ENST00000537233	CCDS58417
ENST00000574025	NM_001201473
ENST00000574025	CCDS55982
ENST00000304735	NM_138440
ENST00000304735	CCDS10514
ENST00000431375	NM_001286516
ENST00000431375	CCDS66930
ENST00000355296	NM_001135110
ENST00000355296	CCDS45400
ENST00000262375	NM_005147
ENST00000262375	CCDS10515
ENST00000574733	NM_001351994
ENST00000574733	CCDS10516
ENST00000404295	NM_001305141
ENST00000404295	CCDS10516
ENST00000283429	NM_020677
ENST00000283429	CCDS10516
ENST00000574425	NM_001305141
ENST00000574425	NM_001305142
ENST00000574425	CCDS10516
ENST00000406590	NM_001127206
ENST00000406590	CCDS10517
ENST00000458134	NM_001127204
ENST00000458134	CCDS10517
ENST00000619528	NM_001286269
ENST00000619528	CCDS10517
ENST00000619913	NM_001286268
ENST00000619913	CCDS10517
ENST00000219700	NM_002134
ENST00000219700	CCDS10517
ENST00000570646	NM_002134
ENST00000570646	CCDS10517
ENST00000575120	NM_001286271
ENST00000575120	CCDS66931
ENST00000398595	NM_001286270
ENST00000398595	CCDS10517
ENST00000414777	NM_001127205
ENST00000414777	CCDS10517
ENST00000613539	NM_001286267
ENST00000613539	CCDS73818
ENST00000567695	NM_013399
ENST00000567695	CCDS42114
ENST00000563332	NM_001199054
ENST00000563332	CCDS42114
ENST00000399599	NM_001199054
ENST00000399599	NM_013399
ENST00000399599	CCDS42114
ENST00000563507	NM_001199055
ENST00000563507	CCDS58419
ENST00000562334	NM_001199056
ENST00000562334	CCDS58420
ENST00000444310	NM_001145011
ENST00000444310	CCDS53986
ENST00000283474	NM_145253
ENST00000283474	CCDS10518
ENST00000587615	NM_001330467
ENST00000587615	CCDS81944
ENST00000587649	NM_001411032
ENST00000587649	CCDS92096
ENST00000415496	NM_001142291
ENST00000415496	CCDS45401
ENST00000262370	NM_015246
ENST00000262370	CCDS42115
ENST00000399577	NM_001142290
ENST00000399577	CCDS45402
ENST00000588994	NM_001142289
ENST00000588994	CCDS59256
ENST00000586183	NM_001142291
ENST00000586183	CCDS45401
ENST00000617340	NR_106827
ENST00000304301	NM_032349
ENST00000304301	CCDS10519
ENST00000586252	NM_001370587
ENST00000586252	CCDS92097
ENST00000586536	NM_001193452
ENST00000586536	CCDS59257
ENST00000614075	NM_133450
ENST00000614075	CCDS10520
ENST00000450067	NM_001242929
ENST00000450067	CCDS73820
ENST00000304283	NM_133450
ENST00000304283	CCDS10520
ENST00000446014	NM_001308089
ENST00000446014	CCDS76813
ENST00000299320	NM_139170
ENST00000299320	CCDS10521
ENST00000219478	NM_021646
ENST00000219478	CCDS32383
ENST00000545009	NM_001303450
ENST00000545009	CCDS76814
ENST00000268231	NM_144605
ENST00000268231	CCDS10522
ENST00000396693	NM_001154458
ENST00000396693	CCDS53987
ENST00000589721	NM_001253790
ENST00000589721	CCDS59258
ENST00000615889	NM_001253791
ENST00000615889	CCDS59259
ENST00000589327	NM_001253791
ENST00000589327	CCDS59259
ENST00000586005	NM_001253794
ENST00000586005	CCDS59259
ENST00000588606	NM_001253793
ENST00000588606	CCDS59258
ENST00000591870	NM_001253793
ENST00000591870	CCDS59258
ENST00000586440	NM_001253794
ENST00000586440	CCDS59259
ENST00000322048	NM_024589
ENST00000322048	CCDS10523
ENST00000436648	NM_001324097
ENST00000436648	CCDS92098
ENST00000321919	NM_032569
ENST00000321919	CCDS10524
ENST00000591451	NM_001308096
ENST00000591451	CCDS81945
ENST00000262376	NM_001079514
ENST00000262376	CCDS10525
ENST00000590769	NM_001288656
ENST00000590769	CCDS73822
ENST00000396658	NM_001079514
ENST00000396658	CCDS10525
ENST00000345988	NM_002705
ENST00000345988	CCDS10526
ENST00000251170	NM_014692
ENST00000251170	CCDS45403
ENST00000312251	NM_016256
ENST00000312251	CCDS10527
ENST00000588623	NM_001330504
ENST00000588623	CCDS81946
ENST00000472572	NM_001098514
ENST00000472572	CCDS45404
ENST00000315997	NM_152459
ENST00000315997	CCDS42116
ENST00000262374	NM_019109
ENST00000262374	CCDS10528
ENST00000544428	NM_001330504
ENST00000544428	CCDS81946
ENST00000683739	NM_001330504
ENST00000683739	CCDS81946
ENST00000427587	NM_201400
ENST00000427587	CCDS10529
ENST00000458008	NM_201598
ENST00000458008	CCDS10530
ENST00000587133	NM_001289029
ENST00000587133	CCDS73823
ENST00000620577	NR_107032
ENST00000550418	NM_018723
ENST00000550418	CCDS55983
ENST00000553186	NM_001142333
ENST00000553186	CCDS55984
ENST00000547372	NM_001411047
ENST00000547372	CCDS92100
ENST00000422070	NM_001308117
ENST00000422070	CCDS76818
ENST00000675842	NM_001142334
ENST00000675842	CCDS55983
ENST00000675459	NM_001364800
ENST00000675459	CCDS92101
ENST00000675653	NM_001142334
ENST00000675653	CCDS55983
ENST00000547338	NM_001142334
ENST00000547338	CCDS55983
ENST00000436368	NM_145892
ENST00000436368	CCDS45405
ENST00000311745	NM_145891
ENST00000311745	CCDS10531
ENST00000355637	NM_145893
ENST00000355637	CCDS10532
ENST00000682918	NM_001415917
ENST00000683326	NM_001415911
ENST00000568335	NM_001290097
ENST00000568335	CCDS76819
ENST00000620492	NM_001146336
ENST00000620492	CCDS73825
ENST00000624696	NM_001290095
ENST00000624696	CCDS76820
ENST00000381920	NM_024109
ENST00000381920	CCDS10533
ENST00000268251	NM_020686
ENST00000268251	CCDS10534
ENST00000396600	NM_001386600
ENST00000396600	CCDS10534
ENST00000425191	NM_001127448
ENST00000425191	CCDS10534
ENST00000569156	NM_001386616
ENST00000569156	CCDS92104
ENST00000333050	NM_015421
ENST00000333050	CCDS10535
ENST00000268261	NM_000303
ENST00000268261	CCDS10536
ENST00000396593	NM_001042476
ENST00000396593	CCDS10537
ENST00000610831	NM_001278265
ENST00000610831	CCDS10537
ENST00000614449	NM_001278262
ENST00000614449	CCDS10537
ENST00000619881	NM_001278264
ENST00000619881	CCDS10537
ENST00000618335	NM_001278261
ENST00000618335	CCDS10537
ENST00000611932	NM_001278260
ENST00000611932	CCDS10537
ENST00000311052	NM_014316
ENST00000311052	CCDS10537
ENST00000561530	NM_001278263
ENST00000561530	CCDS10537
ENST00000567554	NM_001278266
ENST00000567554	CCDS10537
ENST00000636296	NM_001395433
ENST00000636296	CCDS92105
ENST00000637237	NM_001395434
ENST00000637237	CCDS92105
ENST00000344836	NM_003470
ENST00000344836	CCDS32385
ENST00000381886	NM_001286457
ENST00000381886	CCDS66941
ENST00000327827	NM_014117
ENST00000327827	CCDS10538
ENST00000564305	NR_135195
ENST00000568030	NR_126397
ENST00000396573	NM_000833
ENST00000396573	CCDS10539
ENST00000330684	NM_001134407
ENST00000330684	CCDS10539
ENST00000562109	NM_001134408
ENST00000562109	CCDS45407
ENST00000396559	NM_001256160
ENST00000396559	CCDS58422
ENST00000396560	NM_024997
ENST00000396560	CCDS10540
ENST00000562102	NM_001393719
ENST00000562102	CCDS10540
ENST00000324570	NM_001256160
ENST00000324570	CCDS58422
ENST00000356427	NM_024997
ENST00000356427	CCDS10540
ENST00000359543	NM_001424
ENST00000359543	CCDS10541
ENST00000536829	NM_001424
ENST00000536829	CCDS10541
ENST00000283025	NM_144674
ENST00000283025	CCDS10542
ENST00000283027	NM_002484
ENST00000283027	CCDS10543
ENST00000433392	NM_001278506
ENST00000433392	CCDS61839
ENST00000299866	NM_001079512
ENST00000299866	CCDS45408
ENST00000618327	NM_001286402
ENST00000618327	CCDS73826
ENST00000324288	NM_000246
ENST00000324288	CCDS10544
ENST00000381835	NM_001286403
ENST00000381835	CCDS66943
ENST00000469379	NM_014015
ENST00000469379	CCDS10545
ENST00000331808	NM_014015
ENST00000331808	CCDS10545
ENST00000570440	NM_014015
ENST00000570440	CCDS10545
ENST00000703130	NM_001410905
ENST00000703130	CCDS92106
ENST00000409790	NM_015226
ENST00000409790	CCDS45409
ENST00000409552	NM_001243403
ENST00000409552	CCDS58423
ENST00000644787	NM_003745
ENST00000644787	CCDS10546
ENST00000332029	NM_003745
ENST00000332029	CCDS10546
ENST00000312693	NM_005425
ENST00000312693	CCDS45410
ENST00000327157	NM_021247
ENST00000327157	CCDS76821
ENST00000241808	NM_002762
ENST00000241808	CCDS42118
ENST00000435245	NM_001286356
ENST00000435245	CCDS66944
ENST00000312511	NM_002761
ENST00000312511	CCDS10547
ENST00000408874	NR_031678
ENST00000312499	NM_152308
ENST00000312499	CCDS10548
ENST00000622633	NM_001136472
ENST00000622633	CCDS32386
ENST00000571688	NM_004862
ENST00000571688	NM_001136472
ENST00000571688	CCDS32386
ENST00000413364	NM_001136473
ENST00000413364	CCDS45411
ENST00000339430	NM_004862
ENST00000339430	CCDS32386
ENST00000570904	NM_001136472
ENST00000570904	CCDS32386
ENST00000576036	NM_001136472
ENST00000576036	CCDS32386
ENST00000574763	NM_001136472
ENST00000574763	CCDS32386
ENST00000329565	NM_003498
ENST00000329565	CCDS10549
ENST00000356957	NM_001303447
ENST00000356957	CCDS76822
ENST00000283033	NM_015914
ENST00000283033	CCDS32387
ENST00000396516	NM_014153
ENST00000396516	CCDS10550
ENST00000355758	NM_014153
ENST00000355758	CCDS10550
ENST00000571133	NM_015659
ENST00000571133	CCDS10551
ENST00000434724	NM_002094
ENST00000434724	CCDS45412
ENST00000439887	NM_001130006
ENST00000439887	CCDS45413
ENST00000563468	NM_001130007
ENST00000563468	CCDS45414
ENST00000420576	NM_001130007
ENST00000420576	CCDS45414
ENST00000673243	NM_001395854
ENST00000673243	CCDS92109
ENST00000399147	NM_001396485
ENST00000399147	CCDS92110
ENST00000053243	NM_001192
ENST00000053243	CCDS10552
ENST00000566228	NM_032167
ENST00000566228	CCDS10553
ENST00000381774	NM_018340
ENST00000381774	CCDS42120
ENST00000433677	NM_001099455
ENST00000433677	CCDS42119
ENST00000580978	NR_039869
ENST00000558583	NM_001145204
ENST00000558583	CCDS45417
ENST00000423335	NM_001145205
ENST00000423335	CCDS45418
ENST00000311895	NM_005236
ENST00000311895	CCDS32390
ENST00000575767	NR_110915
ENST00000571589	NM_001308142
ENST00000571589	CCDS76823
ENST00000574045	NM_014048
ENST00000574045	CCDS32391
ENST00000318282	NM_014048
ENST00000318282	CCDS32391
ENST00000572567	NM_001365415
ENST00000572567	CCDS92112
ENST00000384907	NR_030177
ENST00000362260	NR_029854
ENST00000566054	NR_131191
ENST00000437198	NM_002582
ENST00000437198	CCDS45419
ENST00000420015	NM_001242992
ENST00000420015	CCDS58425
ENST00000341484	NM_001134477
ENST00000341484	CCDS45420
ENST00000563971	NM_001330500
ENST00000563971	CCDS81947
ENST00000261658	NM_016561
ENST00000261658	CCDS10554
ENST00000438167	NM_003561
ENST00000438167	CCDS10555
ENST00000531598	NM_001395487
ENST00000531598	CCDS92114
ENST00000552140	NM_001277323
ENST00000552140	CCDS59262
ENST00000529166	NM_001395485
ENST00000529166	CCDS92115
ENST00000553201	NM_001277324
ENST00000553201	CCDS59263
ENST00000287667	NM_014287
ENST00000287667	CCDS10556
ENST00000578940	NR_036140
ENST00000584160	NR_037442
ENST00000580374	NR_036141
ENST00000617664	NR_106766
ENST00000622248	NR_106828
ENST00000328085	NM_006985
ENST00000328085	CCDS10557
ENST00000535621	NM_001285449
ENST00000535621	CCDS73830
ENST00000396410	NM_015027
ENST00000396410	CCDS32393
ENST00000455313	NM_001285450
ENST00000455313	CCDS73831
ENST00000569715	NM_001285444
ENST00000569715	CCDS66954
ENST00000627450	NM_001285445
ENST00000627450	CCDS66955
ENST00000450288	NM_001285448
ENST00000450288	CCDS66957
ENST00000459337	NR_036054
ENST00000622833	NM_001270767
ENST00000622833	CCDS73832
ENST00000624579	NM_001270766
ENST00000624579	CCDS73832
ENST00000287706	NM_173474
ENST00000287706	CCDS10558
ENST00000198767	NM_018427
ENST00000198767	CCDS10559
ENST00000429751	NM_001301064
ENST00000429751	CCDS73833
ENST00000605794	NR_123722
ENST00000636908	NR_106965
ENST00000582223	NR_037466
ENST00000360151	NM_001277325
ENST00000360151	CCDS59264
ENST00000543801	NM_001351200
ENST00000543801	CCDS86506
ENST00000287594	NM_173803
ENST00000287594	CCDS10560
ENST00000396385	NM_001128423
ENST00000396385	CCDS45421
ENST00000300006	NM_033201
ENST00000300006	CCDS10561
ENST00000452191	NM_001142469
ENST00000452191	CCDS45422
ENST00000396368	NM_014647
ENST00000396368	CCDS10562
ENST00000548025	NM_001184999
ENST00000548025	CCDS55991
ENST00000551742	NM_001184998
ENST00000551742	CCDS53990
ENST00000614811	NR_106761
ENST00000396355	NM_001143979
ENST00000396355	CCDS10564
ENST00000606601	NR_030159
ENST00000396354	NM_017668
ENST00000396354	CCDS10564
ENST00000300036	NM_002474
ENST00000300036	CCDS10565
ENST00000452625	NM_001040113
ENST00000452625	CCDS45424
ENST00000713757	NM_002474
ENST00000713757	CCDS10565
ENST00000396324	NM_001040114
ENST00000396324	CCDS45423
ENST00000576790	NM_022844
ENST00000576790	CCDS10566
ENST00000255759	NM_144600
ENST00000255759	CCDS10567
ENST00000573968	NM_001304497
ENST00000573968	CCDS76830
ENST00000573396	NM_001304502
ENST00000573396	CCDS76832
ENST00000575744	NM_001304500
ENST00000575744	CCDS76829
ENST00000575073	NM_001304498
ENST00000575073	CCDS76831
ENST00000573429	NM_001304499
ENST00000573429	CCDS76833
ENST00000399410	NM_004996
ENST00000399410	CCDS42122
ENST00000205557	NM_001171
ENST00000205557	CCDS10568
ENST00000575728	NM_001079528
ENST00000575728	CCDS58430
ENST00000399336	NM_001004067
ENST00000399336	CCDS42123
ENST00000677777	NM_001004067
ENST00000677777	CCDS42123
ENST00000579107	NR_036143
ENST00000582974	NR_049832
ENST00000581748	NR_036142
ENST00000611011	NR_106969
ENST00000618304	NR_107060
ENST00000615389	NR_106970
ENST00000530217	NM_001282507
ENST00000530217	CCDS61864
ENST00000261381	NM_022166
ENST00000261381	CCDS10569
ENST00000525596	NM_001282511
ENST00000525596	CCDS61865
ENST00000541810	NM_001282511
ENST00000541810	CCDS61865
ENST00000615860	NR_106971
ENST00000427999	NM_001405004
ENST00000427999	CCDS92118
ENST00000616362	NR_107061
ENST00000584616	NR_036144
ENST00000584855	NR_128712
ENST00000579566	NR_036145
ENST00000612260	NR_128713
ENST00000617599	NR_128709
ENST00000621364	NM_001004060
ENST00000621364	CCDS32394
ENST00000622306	NM_173614
ENST00000622306	CCDS10570
ENST00000322989	NM_001019
ENST00000322989	CCDS10571
ENST00000563390	NM_001030009
ENST00000563390	CCDS10571
ENST00000565420	NM_001019
ENST00000565420	CCDS10571
ENST00000304414	NM_015161
ENST00000304414	CCDS10572
ENST00000546206	NM_001313858
ENST00000546206	CCDS81951
ENST00000446231	NM_015092
ENST00000446231	CCDS45430
ENST00000569532	NM_001300732
ENST00000569532	CCDS73837
ENST00000304381	NM_024847
ENST00000304381	CCDS10573
ENST00000421369	NM_001160364
ENST00000421369	CCDS53992
ENST00000321998	NM_016138
ENST00000321998	CCDS10574
ENST00000568985	NM_016138
ENST00000568985	CCDS10574
ENST00000544894	NM_001190983
ENST00000544894	CCDS53993
ENST00000381440	NM_001034841
ENST00000381440	CCDS32395
ENST00000355377	NM_016524
ENST00000355377	CCDS10575
ENST00000568115	NM_001410903
ENST00000568115	CCDS92119
ENST00000562034	NM_001330509
ENST00000562034	CCDS81952
ENST00000562711	NM_001308157
ENST00000562711	CCDS76835
ENST00000636231	NM_001256720
ENST00000636231	CCDS81953
ENST00000541464	NM_001308161
